(0.1637451164889365,0.8803187360409757)
(0.12972206992842228,0.8409407036550441)
(0.18683288278117824,0.7811360178945396)
(0.18249103734101163,0.8134546042386084)
(0.14984820741970917,0.8662497855852627)
(0.24093461332706348,0.8044810224962002)
(0.15635854906852828,0.8366683729668052)
(0.08965668511875301,0.8646643845846321)
(0.3831531979584383,0.6786899604763744)
(0.08240136702323675,0.9209187364313344)
(0.21421096347237908,0.8696383109054021)
(0.1735213694648465,0.8101926621735145)
(0.11908908928677571,0.8378811922665067)
(0.2815995141695902,0.7078492143720425)
(0.19434935544607343,0.7936460490657623)
(0.24434150577896052,0.7450877619308807)
(0.06256841397892227,0.9481096079083152)
(0.07531626287568596,0.9487573245950182)
(0.0923703957564132,0.9027378488899912)
(0.1714342734245136,0.8224351855125734)
(0.045948202611285835,0.9143598631179148)
(0.12396117181520581,0.8526356761520054)
(0.19707320153482974,0.7912708404773788)
(0.025926125455681435,0.9091585946169407)
(0.2201607582300542,0.7964361638988676)
(0.09398986325157752,0.944008873405685)
(0.09632822182053473,0.8863488271466836)
(0.12101172300575778,0.8769697135587169)
(0.17668642971959497,0.8301267370027647)
(0.31238734758706665,0.7491657784506592)
(0.14085972792275708,0.8231317256091141)
(0.15427780814350697,0.8706715159880507)
(0.24157255601738756,0.7716771798428894)
(0.05279305631424299,0.9091622792421554)
(0.17492197920948782,0.8299163200585882)
(0.10748863031919866,0.9007337000326132)
(0.03867054936775378,0.9388654007058967)
(0.19146117565892815,0.7858550517612894)
(0.19423454759914924,0.7769091493570133)
(0.11265863693827201,0.8835724569933793)
(0.09548224272215564,0.8752121971204291)
(0.26492767597310424,0.7503003233642738)
(0.1748906045173574,0.8151426684033115)
(0.17508735805721745,0.806627519075424)
(0.22483114381716002,0.7885740923732324)
(0.061516865897690405,0.8831427268126717)
(0.17395795242440917,0.8316514815359323)
(0.18980757010835667,0.866220300594441)
(0.12020047333431673,0.8488163917733894)
(0.21912610943771213,0.7709169685362428)
(0.20641267274048714,0.7789108417079972)
(0.17569682369301703,0.8470330310030285)
(0.11816488281521963,0.8710767691517135)
(0.19096997624310905,0.7916372334156131)
(0.20546013980599986,0.7849869985374335)
(0.09738201764017258,0.9029176089748319)
(0.13306025201562943,0.9042772582332345)
(0.16778007781866,0.846392503213931)
(0.13378102220884955,0.8838038299327385)
(0.1901271814573565,0.7912109870296982)
(0.1367966449653009,0.8472764653054297)
(0.18056042908041614,0.8244601279443803)
(0.14215956316779402,0.8613310314577081)
(0.014649821449698508,0.9753025468894714)
(0.2502593760430291,0.7656864130843472)
(0.06329884307486647,0.9446629434227402)
(0.1343845789512921,0.8557022071267251)
(0.10577765075425512,0.894721172854294)
(0.2092996992656147,0.7842552547909051)
(0.07361674126450399,0.9142307730916409)
(0.12913559767844193,0.8642015545743684)
(0.07004096230111415,0.8723843724199736)
(0.1260544688531365,0.8881985952417354)
(0.159866988900594,0.8259735599272546)
(0.16822526055932477,0.8285301725238512)
(0.08867011983824424,0.8834189788251303)
(0.17975384727035565,0.7598477881139126)
(0.1483626077397091,0.8301633927154951)
(0.1904156981346485,0.7681256973491205)
(0.17083858065747626,0.8363229050519809)
(0.10306099592147103,0.928393410977404)
(0.110572973241517,0.8922121285814051)
(0.17697586619647548,0.8221819556239474)
(0.18086665987333236,0.8369785785701424)
(0.18209518033784008,0.8518659104918014)
(0.20073718004515562,0.8511314517174977)
(0.05357594394047443,0.9379262483299917)
(0.10192194295820266,0.9416207756002863)
(0.08724683991502745,0.9158119661173303)
(0.13168570298972085,0.8399407820282111)
(0.09057197605641812,0.9209841185780993)
(0.2413345711256558,0.7420363767368701)
(0.21213976634280715,0.785848523361506)
(0.252197640785753,0.7921101749286351)
(0.13021257953209942,0.8645210094090977)
(0.21898687739846198,0.7974731984708237)
(0.10450592698804627,0.882493758901555)
(0.19990667164742712,0.762758273063222)
(0.12199763702970413,0.8850356852302378)
(0.06300288426193905,0.8950445705972278)
(0.10307625250201662,0.874896632565602)
(0.07909051751703598,0.9072488136057796)
(0.11176096995816046,0.8671449537536726)
(0.2110949193858396,0.8160181028326566)
(0.0950433526657151,0.8998618597106032)
(0.2261266629465803,0.7630305802656842)
(0.07737312297264934,0.9139956188490148)
(0.04497093353389646,0.9036331228559793)
(0.17286170836561096,0.8398433901595522)
(0.19474234498778492,0.8433341982381048)
(0.16294318268186667,0.8389638197131825)
(0.23211066170151354,0.7510498451355783)
(0.13723465935026774,0.8308970405985328)
(0.244349356520516,0.7924803011543438)
(0.22962944765862903,0.7936175418221617)
(0.1790724541708596,0.8164353514846281)
(0.27766884055544333,0.7058937743737284)
(0.24077544706415224,0.801522027560748)
(0.08683072285400746,0.8945354660309229)
(0.11192043333237203,0.9148931654459956)
(0.13220014291225402,0.858533623450011)
(0.06806833748149453,0.9321766703476211)
(0.2262877593504086,0.7909836175041011)
(0.27863728067308674,0.6835426489850909)
(0.07626028757528523,0.8651829052317146)
(0.1692445562721449,0.8355046453990945)
(0.23649010958026995,0.749176901713601)
(0.10070072709321543,0.9096847685581224)
(0.14580513186173508,0.8548389556354072)
(0.15361250604814758,0.8481456641713878)
(0.19512929806071605,0.7939827848345719)
(0.12287663214285927,0.871581448526084)
(0.16328459350254723,0.8381828243137749)
(0.11231205761030688,0.8867009282788004)
(0.25528498318210663,0.7692138255247086)
(0.14735457068653127,0.8704367149183092)
(0.30276779726602426,0.7404742597264113)
(0.1908320524040002,0.8386179273149347)
(0.19538662319561853,0.803399832509919)
(0.1338876240246183,0.8414369446459686)
(0.18298628386126287,0.812913714255651)
(0.22516977040085015,0.7471260531495725)
(0.052227352262988296,0.9126089160023799)
(0.1001840017302905,0.896325875297739)
(0.2535873610286104,0.7617278286128754)
(0.15664521108033735,0.8568124513023488)
(0.1327317625537418,0.8695498659417864)
(0.0690701807967106,0.9128012470588148)
(0.16215067325264995,0.8529364320356799)
(0.15671463487082118,0.8168880618849895)
(0.10337741631045338,0.8909221698809805)
(0.13853577608232875,0.8342607886999509)
(0.08989864126913695,0.9280518150887574)
(0.09835938759268495,0.903123375505706)
(0.22256946711664782,0.7925525033890775)
(0.10313888671350757,0.8480200998739703)
(0.35641707275525075,0.6555484453409658)
(0.22136062792956313,0.7530597397001471)
(0.0885341365756896,0.8709102012783095)
(0.11216431680112662,0.8859216457359509)
(0.08207326631838535,0.8705509219986468)
(1e-09,0.9831903013965057)
(0.20216668118110412,0.8447278061280205)
(0.0751266343622653,0.8842038617139716)
(0.019277559727954325,0.958802380324502)
(0.1686499391864407,0.8587626800572108)
(0.11286995001047466,0.8975358227181116)
(0.22583975833179928,0.766490634364784)
(0.15216623976841545,0.8801126568923243)
(0.08935029369085679,0.9138926135048964)
(0.08724187560217443,0.8831961939078473)
(0.12713264800247534,0.8488220242059371)
